"","X","Company","Parent.Company","Location","City","County","Address","Zip","Project.Description","NAICS.Industry.Code","Year","Subsidy.Value","Megadeal.Contribution","Subsidy.Value.Adjusted.For.Megadeal","Program.Name","Awarding.Agency","Type.of.Subsidy","Number.of.Jobs.or.Training.Slots","Wage.Data","Wage.Data.Type","Investment.Data","Value.of.Exempted.Property","Source.of.Data","Notes","Subsidy.Source","CFDA.Program.Number","Loan.Value","State.in.Which.Facility.Is.Located","HQ.State.of.Parent","HQ.Country.of.Parent","Ownership.Structure","Major.Industry.of.Parent","Specific.Industry.of.Parent","Megadeal.Subsidy.Value.in.2023.Dollars","subs_m","Sector","investment_m","Seq..No.","X2022.NAICS.US.Code","X4"
"60",120818,"Google","Alphabet Inc.","Ohio","Columbus","Bartholomew","5076 South High Street","43137","data center",NA,2021,54335376,"$54,335,376","$54,335,376","Columbus Community Reinvestment Area","Columbus City Council","MEGADEAL",20,"$2,000,000","total annual payroll by end of 2027",300000000,0,"For details on the deal see Columbus City Council March 22, 2021 meeting agenda and minutes at (search for Magellan) https://columbus.legistar.com/MeetingDetail.aspx?ID=850656&GUID=359EBF87-6F57-45E5-BA1A-659E509EF25E&Options=info|&Search=. See also: David Jeans, ""Data In The Dark: How Big Tech Secretly Secured $800 Million In Tax Breaks For Data Centers,"" Forbes, August 19, 2021; https://www.forbes.com/sites/davidjeans/2021/08/19/data-in-the-dark-how-big-tech-secretly-secured-800-million-in-tax-breaks-for-data-centers/?sh=66f0206b6b43","In March 2021, the Columbus City Council approved a 100% 15-year property tax abatement via a Community Reinvestment Area Agreement for Magellan Enterprises, LLC's data center. In August that year, Forbes revealed that Magellan was a shell company for Google. This amount does not include state sales tax exemptions that Google might be eligible for (as of Nov. 2021, the state has not yet published a data center sales tax exemption report that would cover this period). Note that the state only discusses subsidiary names but not parent name or subsidy value for this deal. Overlaps with main data: none.","local",NA,NA,NA,"California","USA","publicly traded","information technology","internet services",NA,54.335376,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",300,1402,518,NA
"61",104742,"Facebook","Meta Platforms Inc.","Oregon","","Crook","",NA,"",NA,2023,54334000,"$0","$54,334,000","Long-Term Rural Enterprise Zone Facilities Program","Business Oregon","enterprise zone",NA,"",NA,NA,0,"https://data.oregon.gov/Administrative/Long-Term-Rural-LTR-Enterprise-Zone-EZ-Facilities-/re77-krua","Year is fiscal year; subsidy is exempt tax amount.","local",NA,NA,NA,"California","USA","publicly traded","information technology","internet services",NA,54.334,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",NA,1402,518,NA
"62",183098,"Microsoft Corporation","Microsoft","Washington",NA,NA,NA,NA,NA,NA,2021,51568315,"$0","$51,568,315","High Technology Sales & Use Tax Deferral","Department of Revenue","tax credit/rebate",NA,NA,NA,NA,0,"https://secure.dor.wa.gov/gteunauth/_/#194","Subsidy value is the amount for the year.","state",NA,NA,NA,"Washington","USA","publicly traded","information technology","software",NA,51.568315,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",NA,1402,518,NA
"63",121115,"Gotion","Volkswagen","Michigan","Big Rapids","","22225 18 Mile Road",NA,"",NA,2023,50000000,"$0","$50,000,000","Strategic Site Readiness","Michigan Economic Development Corporation","tax credit/rebate",2350,"","",2364000000,0,"https://maps.michiganbusiness.org/","Year is fiscal year. Subsidy value is approved amount. Jobs are jobs committed. For subsides actually paid and jobs actually created see the original disclosure.","state",NA,NA,NA,"","Germany","publicly traded","motor vehicles","motor vehicles",NA,50,"Motor Vehicle Manufacturing",2364,807,3361,NA
"64",195987,"Nissan North America","Nissan","Mississippi","Canton","Madison",NA,NA,"automaking facility upgrade for making EVs",NA,2023,50000000,"$500,000","$50,000,000","multiple","multiple","MEGADEAL (Archived)",NA,NA,NA,500000000,0,"Alex Rozier, ""Nissan Will Build New Electric Vehicles in Mississippi, The State Where They're the Least Popular To Own"", Mississippi Today, March 4, 2022; via LexisNexis. Limited information on the approval of the payment in lieu of taxes is available in the minutes of the board of supervisors of Madison County, Mississippi, regular meeting of December 19, 2022: https://tools.madison-co.net/images/admin/pdfs/1641_63529_Minutes_12-19-22_(final).pdf","Nissan will upgrade the existing automaking facility to produce EVs. The Mississippi Development Authority provided the company with a $49.5 million grant that will be used to retrain 2,000 workers, purchase equipment and improve the site. In addition, Madison County approved a payment in fee of taxes agreement with the company but details of the agreement, including subsidy total, has not been disclosed. According to the 2022 Mississippi Incentive Report, the project will not create any new jobs. Overlaps with main data: a 2022 entry for $49.5 million through Industry Incentive Financing Revolving Fund.","multiple",NA,NA,NA,NA,"Japan","publicly traded","motor vehicles","motor vehicles",NA,50,"Motor Vehicle Manufacturing",500,807,3361,NA
"65",195993,"Nissan North America, Inc.","Nissan","Mississippi","","Madison","","39046","",NA,2022,49500000,"$0","$49,500,000","Industry Incentive Financing Revolving Fund","Mississippi Development Authority","grant",0,"","",500000000,0,"https://mississippi.org/wp-content/uploads/2022-incentives-report.pdf","Subsidy value is grant amount. The jobs and investment figures are the amounts committed.","State",NA,NA,NA,"","Japan","publicly traded","motor vehicles","motor vehicles",NA,49.5,"Motor Vehicle Manufacturing",500,807,3361,NA
"66",183102,"Microsoft Corporation","Microsoft","Washington",NA,NA,NA,NA,NA,NA,2022,47667509,"$0","$47,667,509","High Technology Sales & Use Tax Deferral","Department of Revenue","Tax Credit/Rebate",NA,NA,NA,NA,0,"https://secure.dor.wa.gov/gteunauth/_/#1","Subsidy value is the amount for the year.","state",NA,NA,NA,"Washington","USA","publicly traded","information technology","software","$0",47.667509,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",NA,1402,518,NA
"67",120826,"Google LLC","Alphabet Inc.","Washington",NA,NA,NA,NA,NA,NA,2021,44622437,"$0","$44,622,437","High Technology Sales & Use Tax Deferral","Department of Revenue","tax credit/rebate",NA,NA,NA,NA,0,"https://secure.dor.wa.gov/gteunauth/_/#628","Subsidy value is the amount for the year.","state",NA,NA,NA,"California","USA","publicly traded","information technology","internet services",NA,44.622437,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",NA,1402,518,NA
"68",183104,"Microsoft Corporation","Microsoft","Washington",NA,NA,NA,NA,NA,NA,2023,39277820,"$0","$39,277,820","High Technology Sales & Use Tax Deferral","Department of Revenue","Tax Credit/Rebate",NA,NA,NA,NA,0,"https://secure.dor.wa.gov/gteunauth/_/","Subsidy value is the amount for the year.","state",NA,NA,NA,"Washington","USA","publicly traded","information technology","software","$0",39.27782,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",NA,1402,518,NA
"69",183095,"Microsoft Corporation","Microsoft","Illinois","Northlake","","","","",NA,2021,38813493,"$0","$38,813,493","Data Center Program","Department of Commerce and Economic Opportunity","tax credit/rebate",20,NA,NA,388134927,0,"https://dceo.illinois.gov/aboutdceo/reportsrequiredbystatute.html","Subsidy value is estimated value of total tax benefits. Year is year memorandum of understanding signed with company. Jobs are projected new jobs and investment is company commitment.","state",NA,NA,NA,"Washington","USA","publicly traded","information technology","software",NA,38.813493,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",388.135,1402,518,NA
"70",201046,"Oge Energy Corp And Subs","OGE Energy","Oklahoma","","",NA,NA,"",NA,2023,34748670,"$0","$34,748,670","Credit For Electricity Generated By Zero-Emission Facilities","Oklahoma Tax Commission","tax credit/rebate",NA,"","",NA,0,"https://data.ok.gov/dataset/state-of-oklahoma-tax-credits","Year is FY. Subsidy is credit amount for that year. Year is when the credit was claimed by the company.Subsidy was awarded in 2021.","state",NA,NA,NA,"Oklahoma","USA","publicly traded","utilities and power generation","energy generation","$0",34.74867,"Utilities",NA,173,22,NA
"71",266482,"Texas Instruments","Texas Instruments","Utah",NA,NA,NA,NA,NA,NA,2023,34592648,"$0","$34,592,648","Economic Development Tax Increment Financing","Governor's Office of Economic Development","tax credit/rebate",800,"$2,417,636,405","total payroll",11000000000,0,"https://business.utah.gov/incented-companies/","Year is announcement year. Subsidy value is maximum incentive. Jobs figure is number of contracted jobs over term of the agreement. Subsidy is for 20 years. Rebate Percentage is 30%.","state",NA,NA,NA,"Texas","USA","publicly traded","electrical and electronic equipment","semiconductors",NA,34.592648,"Electrical Equipment, Appliance, and Component Manufacturing",11000,777,335,NA
"72",109371,"Ford Motor Company","Ford Motor","Michigan","Dearborn","","3001 Miller Rd",NA,"",NA,2023,34401120,"$0","$34,401,120","State Essential Services Assessment","Michigan Economic Development Corporation","tax credit/rebate",3260,"","",2014000000,0,"https://maps.michiganbusiness.org/","Year is fiscal year. Subsidy value is approved amount. Jobs are jobs committed. For subsides actually paid and jobs actually created see the original disclosure.","state",NA,NA,NA,"Michigan","USA","publicly traded","motor vehicles","motor vehicles",NA,34.40112,"Motor Vehicle Manufacturing",2014,807,3361,NA
"73",181935,"Meta Platforms, Inc.","Meta Platforms Inc.","Washington",NA,NA,NA,NA,NA,NA,2021,31460000,"$0","$31,460,000","High Technology Sales & Use Tax Deferral","Department of Revenue","tax credit/rebate",NA,NA,NA,NA,0,"https://secure.dor.wa.gov/gteunauth/_/#1048","Subsidy value is the amount for the year.","state",NA,NA,NA,"California","USA","publicly traded","information technology","internet services",NA,31.46,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",NA,1402,518,NA
"74",181936,"Meta Platforms, Inc.","Meta Platforms Inc.","Washington",NA,NA,NA,NA,NA,NA,2022,31460000,"$0","$31,460,000","High Technology Sales & Use Tax Deferral","Department of Revenue","Tax Credit/Rebate",NA,NA,NA,NA,0,"https://secure.dor.wa.gov/gteunauth/_/#1","Subsidy value is the amount for the year.","state",NA,NA,NA,"California","USA","publicly traded","information technology","internet services","$0",31.46,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",NA,1402,518,NA
"75",181938,"Meta Platforms, Inc.","Meta Platforms Inc.","Washington",NA,NA,NA,NA,NA,NA,2023,31460000,"$0","$31,460,000","High Technology Sales & Use Tax Deferral","Department of Revenue","Tax Credit/Rebate",NA,NA,NA,NA,0,"https://secure.dor.wa.gov/gteunauth/_/","Subsidy value is the amount for the year.","state",NA,NA,NA,"California","USA","publicly traded","information technology","internet services","$0",31.46,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",NA,1402,518,NA
"76",263761,"TSMC Arizona Corporation","Taiwan Semiconductor Manufacturing Company","Arizona","","","",NA,NA,NA,2023,30000000,"$0","$30,000,000","Qualified Facility Tax Credit","Arizona Commerce Authority","tax credit/rebate",NA,"","",NA,0,"https://www.azcommerce.com/about-us/incentive-reports","Year is calendar year. Subsidy value represents tax credits reserved for the company. Project is listed as pre-approved","state",NA,NA,NA,"","Taiwan","publicly traded","electrical and electronic equipment","semiconductors","$0",30,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
