"Actual investments by state, technology, and quarter (2024 million USD)"

version:,2025_Q2.20250811.0
created:,Mon Aug 11 13:41:07 2025 (PDT)

Segment,State,Technology,Subcategory,quarter,Estimated_Actual_Quarterly_Expenditure,Decarb_Sector
Energy and Industry,PA,Wind,Onshore Wind Turbine,2019-Q4,23.563972,Power
Energy and Industry,PA,Wind,Onshore Wind Turbine,2020-Q1,3.287206,Power
Energy and Industry,PA,Wind,Onshore Wind Turbine,2020-Q2,3.287206,Power
Energy and Industry,PA,Wind,Onshore Wind Turbine,2020-Q3,3.287206,Power
Energy and Industry,PA,Wind,Onshore Wind Turbine,2020-Q4,3.287206,Power
Energy and Industry,PA,Wind,Onshore Wind Turbine,2021-Q1,3.287206,Power
Energy and Industry,PA,Wind,Onshore Wind Turbine,2021-Q2,3.287206,Power
Energy and Industry,PA,Wind,Onshore Wind Turbine,2021-Q3,3.287206,Power
Energy and Industry,PA,Wind,Onshore Wind Turbine,2021-Q4,1.095735,Power
Energy and Industry,PA,Wind,Onshore Wind Turbine,2022-Q3,31.465092,Power
Energy and Industry,PA,Wind,Onshore Wind Turbine,2022-Q4,31.465092,Power
Energy and Industry,PA,Wind,Onshore Wind Turbine,2023-Q1,31.465092,Power
Energy and Industry,PA,Wind,Onshore Wind Turbine,2023-Q2,31.465092,Power
Energy and Industry,PA,Wind,Onshore Wind Turbine,2023-Q3,20.976728,Power
Energy and Industry,PA,Wind,Onshore Wind Turbine,2025-Q2,37.352886,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2018-Q1,4.393800,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2018-Q2,15.299591,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2018-Q3,20.562646,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2018-Q4,25.060897,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2019-Q1,19.058317,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2019-Q2,34.206303,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2019-Q3,30.531798,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2019-Q4,27.752872,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2020-Q1,13.398539,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2020-Q2,40.468904,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2020-Q3,39.966196,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2020-Q4,23.598797,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2021-Q1,10.670464,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2021-Q2,25.433206,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2021-Q3,48.871372,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2021-Q4,52.702272,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2022-Q1,3.887893,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2022-Q2,19.678496,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2022-Q3,24.729847,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2022-Q4,24.523976,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2023-Q1,11.100960,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2023-Q2,27.912287,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2023-Q3,38.896653,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2023-Q4,27.578390,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2024-Q1,4.216694,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2024-Q2,13.824828,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2024-Q3,14.456297,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2024-Q4,13.117572,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2025-Q1,3.906349,Power
Energy and Industry,RI,Solar,Solar Photovoltaic,2025-Q2,0.496991,Power
Energy and Industry,RI,Storage,Batteries,2022-Q1,2.026507,Power
Energy and Industry,RI,Storage,Batteries,2022-Q2,4.053015,Power
Energy and Industry,RI,Wind,Offshore Wind Turbine,2024-Q3,135.642063,Power
Energy and Industry,RI,Wind,Offshore Wind Turbine,2024-Q4,406.926189,Power
Energy and Industry,RI,Wind,Offshore Wind Turbine,2025-Q1,406.926189,Power
Energy and Industry,RI,Wind,Offshore Wind Turbine,2025-Q2,406.926189,Power
Energy and Industry,RI,Wind,Onshore Wind Turbine,2018-Q1,7.688274,Power
Energy and Industry,RI,Wind,Onshore Wind Turbine,2018-Q2,7.688274,Power
Energy and Industry,RI,Wind,Onshore Wind Turbine,2018-Q3,7.688274,Power
Energy and Industry,RI,Wind,Onshore Wind Turbine,2018-Q4,4.759408,Power
Energy and Industry,RI,Wind,Onshore Wind Turbine,2020-Q4,0.533598,Power
Energy and Industry,RI,Wind,Onshore Wind Turbine,2021-Q1,1.600795,Power
Energy and Industry,RI,Wind,Onshore Wind Turbine,2021-Q2,1.600795,Power
Energy and Industry,RI,Wind,Onshore Wind Turbine,2021-Q3,1.600795,Power
Energy and Industry,RI,Wind,Onshore Wind Turbine,2021-Q4,1.067196,Power
Energy and Industry,SC,Nuclear,Nuclear,2018-Q1,54.900060,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2018-Q1,19.408443,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2018-Q2,41.406539,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2018-Q3,78.697822,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2018-Q4,93.622500,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2019-Q1,44.637978,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2019-Q2,209.747348,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2019-Q3,200.555481,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2019-Q4,231.910201,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2020-Q1,154.416697,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2020-Q2,49.465042,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2020-Q3,101.433182,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2020-Q4,76.881746,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2021-Q1,53.321353,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2021-Q2,19.424841,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2021-Q3,30.209482,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2021-Q4,95.705315,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2022-Q1,110.185856,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2022-Q2,85.326991,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2022-Q3,101.024236,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2022-Q4,111.804310,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2023-Q1,62.680543,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2023-Q2,42.465669,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2023-Q3,47.999634,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2023-Q4,27.684511,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2024-Q1,17.797213,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2024-Q2,17.555070,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2024-Q3,17.555070,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2024-Q4,28.963451,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2025-Q1,61.401457,Power
Energy and Industry,SC,Solar,Solar Photovoltaic,2025-Q2,103.096316,Power
Energy and Industry,SC,Storage,Batteries,2018-Q3,9.345065,Power
Energy and Industry,SC,Storage,Batteries,2022-Q1,1.529297,Power
Energy and Industry,SC,Storage,Batteries,2022-Q2,8.749903,Power
Energy and Industry,SC,Storage,Batteries,2022-Q3,12.360206,Power
Energy and Industry,SC,Storage,Batteries,2022-Q4,12.360206,Power
Energy and Industry,SC,Storage,Batteries,2023-Q1,7.220606,Power
Energy and Industry,SC,Storage,Batteries,2023-Q2,7.227158,Power
Energy and Industry,SC,Storage,Batteries,2023-Q3,21.681475,Power
Energy and Industry,SC,Storage,Batteries,2023-Q4,21.681475,Power
Energy and Industry,SC,Storage,Batteries,2024-Q1,21.681475,Power
Energy and Industry,SC,Storage,Batteries,2024-Q2,21.681475,Power
Energy and Industry,SC,Storage,Batteries,2024-Q3,21.681475,Power
Energy and Industry,SC,Storage,Batteries,2024-Q4,7.227158,Power
Energy and Industry,SD,Other,Wood/Wood Waste Biomass,2018-Q1,4.531554,Power
Energy and Industry,SD,Other,Wood/Wood Waste Biomass,2018-Q2,4.531554,Power
Energy and Industry,SD,Other,Wood/Wood Waste Biomass,2018-Q3,1.510518,Power
Energy and Industry,SD,SAF,AtJ,2022-Q3,11.063314,Transport
Energy and Industry,SD,SAF,AtJ,2022-Q4,63.614055,Transport
Energy and Industry,SD,SAF,AtJ,2023-Q1,62.231141,Transport
Energy and Industry,SD,SAF,AtJ,2023-Q2,62.922598,Transport
Energy and Industry,SD,SAF,AtJ,2023-Q3,63.614055,Transport
Energy and Industry,SD,SAF,AtJ,2023-Q4,63.614055,Transport
Energy and Industry,SD,SAF,AtJ,2024-Q1,62.922598,Transport
Energy and Industry,SD,SAF,AtJ,2024-Q2,62.922598,Transport
Energy and Industry,SD,SAF,AtJ,2024-Q3,63.614055,Transport
Energy and Industry,SD,SAF,AtJ,2024-Q4,63.614055,Transport
Energy and Industry,SD,SAF,AtJ,2025-Q1,62.231141,Transport
Energy and Industry,SD,SAF,AtJ,2025-Q2,62.922598,Transport
Energy and Industry,SD,Solar,Solar Photovoltaic,2021-Q3,5.030339,Power
Energy and Industry,SD,Solar,Solar Photovoltaic,2021-Q4,15.091018,Power
Energy and Industry,SD,Solar,Solar Photovoltaic,2022-Q1,15.091018,Power
Energy and Industry,SD,Solar,Solar Photovoltaic,2022-Q2,15.091018,Power
Energy and Industry,SD,Solar,Solar Photovoltaic,2022-Q3,15.091018,Power
Energy and Industry,SD,Solar,Solar Photovoltaic,2022-Q4,15.091018,Power
Energy and Industry,SD,Solar,Solar Photovoltaic,2023-Q1,15.091018,Power
Energy and Industry,SD,Solar,Solar Photovoltaic,2023-Q2,41.611489,Power
Energy and Industry,SD,Solar,Solar Photovoltaic,2023-Q3,89.622091,Power
Energy and Industry,SD,Solar,Solar Photovoltaic,2023-Q4,79.561413,Power
Energy and Industry,SD,Solar,Solar Photovoltaic,2024-Q4,0.568226,Power
Energy and Industry,SD,Solar,Solar Photovoltaic,2025-Q1,1.704679,Power
Energy and Industry,SD,Solar,Solar Photovoltaic,2025-Q2,1.704679,Power
Energy and Industry,SD,Storage,Batteries,2018-Q1,0.560704,Power
Energy and Industry,SD,Storage,Batteries,2018-Q2,0.560704,Power
Energy and Industry,SD,Storage,Batteries,2018-Q3,0.560704,Power
Energy and Industry,SD,Storage,Batteries,2018-Q4,0.186901,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2018-Q1,13.756242,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2018-Q2,37.388987,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2018-Q3,49.205360,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2018-Q4,38.163461,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2019-Q1,86.977897,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2019-Q2,172.140485,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2019-Q3,679.068142,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2019-Q4,599.633555,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2020-Q1,269.872994,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2020-Q2,344.560584,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2020-Q3,458.451352,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2020-Q4,149.324523,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2021-Q1,182.534554,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2021-Q2,117.630497,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2021-Q3,117.630497,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2021-Q4,117.630497,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2022-Q4,27.789463,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2023-Q1,83.368390,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2023-Q2,283.452527,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2023-Q3,216.757815,Power
Energy and Industry,SD,Wind,Onshore Wind Turbine,2023-Q4,55.578927,Power
Energy and Industry,TN,Hydrogen,PEM,2020-Q4,0.196514,Industry
Energy and Industry,TN,Hydrogen,PEM,2021-Q1,8.843118,Industry
Energy and Industry,TN,Hydrogen,PEM,2021-Q2,8.941375,Industry
Energy and Industry,TN,Hydrogen,PEM,2021-Q3,9.039632,Industry
Energy and Industry,TN,Hydrogen,PEM,2021-Q4,8.941375,Industry
Energy and Industry,TN,Hydrogen,PEM,2023-Q2,0.242987,Industry
Energy and Industry,TN,Hydrogen,PEM,2023-Q3,22.354765,Industry
Energy and Industry,TN,Hydrogen,PEM,2023-Q4,22.354765,Industry
Energy and Industry,TN,Hydrogen,PEM,2024-Q1,8.990503,Industry
Energy and Industry,TN,Solar,Solar Photovoltaic,2018-Q1,23.117542,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2018-Q2,51.625038,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2018-Q3,51.167880,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2018-Q4,28.507496,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2019-Q1,0.936929,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2019-Q3,9.356253,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2019-Q4,8.647041,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2020-Q1,7.256416,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2020-Q2,7.256416,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2020-Q3,7.256416,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2020-Q4,34.207218,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2021-Q1,47.682619,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2021-Q2,47.682619,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2021-Q3,51.736019,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2021-Q4,55.789420,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2022-Q1,34.207218,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2022-Q2,62.472030,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2022-Q3,123.289141,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2022-Q4,189.017924,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2023-Q1,105.751536,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2023-Q2,30.244376,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2023-Q3,29.706972,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2023-Q4,24.910926,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2024-Q1,13.886534,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2024-Q2,77.948412,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2024-Q3,113.959273,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2024-Q4,118.443236,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2025-Q1,106.604309,Power
Energy and Industry,TN,Solar,Solar Photovoltaic,2025-Q2,65.413493,Power
Energy and Industry,TN,Storage,Batteries,2023-Q1,0.988729,Power
Energy and Industry,TN,Storage,Batteries,2023-Q2,2.966188,Power
Energy and Industry,TN,Storage,Batteries,2023-Q3,2.966188,Power
Energy and Industry,TN,Storage,Batteries,2023-Q4,2.966188,Power
Energy and Industry,TN,Storage,Batteries,2024-Q1,2.966188,Power
Energy and Industry,TN,Storage,Batteries,2024-Q2,19.280220,Power
Energy and Industry,TN,Storage,Batteries,2024-Q3,27.437237,Power
Energy and Industry,TN,Storage,Batteries,2024-Q4,27.437237,Power
Energy and Industry,TN,Storage,Batteries,2025-Q1,19.280220,Power
Energy and Industry,TN,Storage,Batteries,2025-Q2,2.966188,Power
Energy and Industry,TX,Carbon Management,Direct Air Capture,2023-Q2,29.593190,Carbon Removal
Energy and Industry,TX,Carbon Management,Direct Air Capture,2023-Q3,90.752448,Carbon Removal
Energy and Industry,TX,Carbon Management,Direct Air Capture,2023-Q4,90.752448,Carbon Removal
Energy and Industry,TX,Carbon Management,Direct Air Capture,2024-Q1,89.766008,Carbon Removal
Energy and Industry,TX,Carbon Management,Direct Air Capture,2024-Q2,89.766008,Carbon Removal
Energy and Industry,TX,Carbon Management,Direct Air Capture,2024-Q3,90.752448,Carbon Removal
Energy and Industry,TX,Carbon Management,Direct Air Capture,2024-Q4,90.752448,Carbon Removal
Energy and Industry,TX,Carbon Management,Direct Air Capture,2025-Q1,88.779569,Carbon Removal
Energy and Industry,TX,Carbon Management,Direct Air Capture,2025-Q2,89.766008,Carbon Removal
Energy and Industry,TX,Carbon Management,Power,2023-Q3,0.971341,Power
Energy and Industry,TX,Carbon Management,Power,2023-Q4,89.363408,Power
Energy and Industry,TX,Carbon Management,Power,2024-Q1,88.392066,Power
Energy and Industry,TX,Carbon Management,Power,2024-Q2,29.140242,Power
Energy and Industry,TX,Carbon Management,Refining and Natural Gas Processing,2022-Q3,8.156528,Industry
Energy and Industry,TX,Carbon Management,Refining and Natural Gas Processing,2022-Q4,8.156528,Industry
Energy and Industry,TX,Carbon Management,Refining and Natural Gas Processing,2023-Q1,7.979212,Industry
Energy and Industry,TX,Carbon Management,Refining and Natural Gas Processing,2023-Q2,8.067870,Industry
Energy and Industry,TX,Carbon Management,Refining and Natural Gas Processing,2023-Q3,8.156528,Industry
Energy and Industry,TX,Carbon Management,Refining and Natural Gas Processing,2023-Q4,1.063895,Industry
Energy and Industry,TX,Hydrogen,ALK,2020-Q3,0.005103,Industry
Energy and Industry,TX,Hydrogen,ALK,2020-Q4,0.007957,Industry
Energy and Industry,TX,Hydrogen,ALK,2021-Q1,0.007784,Industry
Energy and Industry,TX,Hydrogen,ALK,2021-Q2,0.007870,Industry
Energy and Industry,TX,Hydrogen,ALK,2021-Q3,0.007957,Industry
Energy and Industry,TX,Hydrogen,ALK,2021-Q4,0.007957,Industry
Energy and Industry,TX,Hydrogen,ALK,2022-Q1,0.007784,Industry
Energy and Industry,TX,Hydrogen,ALK,2022-Q2,0.007870,Industry
Energy and Industry,TX,Hydrogen,ALK,2022-Q3,0.007957,Industry
Energy and Industry,TX,Hydrogen,ALK,2022-Q4,0.002941,Industry
Energy and Industry,TX,Hydrogen,ALK,2024-Q1,0.118520,Industry
Energy and Industry,TX,Hydrogen,ALK,2024-Q2,0.414819,Industry
Energy and Industry,TX,Hydrogen,ALK,2024-Q3,0.419377,Industry
Energy and Industry,TX,Hydrogen,ALK,2024-Q4,0.419377,Industry
Energy and Industry,TX,Hydrogen,ALK,2025-Q1,0.410260,Industry
Energy and Industry,TX,Hydrogen,ALK,2025-Q2,0.414819,Industry
Energy and Industry,TX,Hydrogen,Methane Pyrolysis,2022-Q4,0.050557,Industry
Energy and Industry,TX,Hydrogen,Methane Pyrolysis,2023-Q1,4.550110,Industry
Energy and Industry,TX,Hydrogen,Methane Pyrolysis,2023-Q2,4.600666,Industry
Energy and Industry,TX,Hydrogen,Methane Pyrolysis,2023-Q3,4.651223,Industry
Energy and Industry,TX,Hydrogen,Methane Pyrolysis,2023-Q4,4.651223,Industry
Energy and Industry,TX,Hydrogen,Methane Pyrolysis,2024-Q1,4.600666,Industry
Energy and Industry,TX,Hydrogen,Methane Pyrolysis,2024-Q2,4.600666,Industry
Energy and Industry,TX,Hydrogen,Methane Pyrolysis,2024-Q3,4.651223,Industry
Energy and Industry,TX,Hydrogen,Methane Pyrolysis,2024-Q4,4.651223,Industry
Energy and Industry,TX,Hydrogen,NG w CCUS,2022-Q2,0.144105,Industry
Energy and Industry,TX,Hydrogen,NG w CCUS,2022-Q3,1.893950,Industry
Energy and Industry,TX,Hydrogen,NG w CCUS,2022-Q4,1.893950,Industry
Energy and Industry,TX,Hydrogen,NG w CCUS,2023-Q1,1.852777,Industry
Energy and Industry,TX,Hydrogen,NG w CCUS,2023-Q2,1.873363,Industry
Energy and Industry,TX,Hydrogen,NG w CCUS,2023-Q3,1.893950,Industry
Energy and Industry,TX,Hydrogen,NG w CCUS,2023-Q4,1.893950,Industry
Energy and Industry,TX,Hydrogen,NG w CCUS,2024-Q1,157.308055,Industry
Energy and Industry,TX,Hydrogen,NG w CCUS,2024-Q2,238.302879,Industry
Energy and Industry,TX,Hydrogen,NG w CCUS,2024-Q3,240.921592,Industry
Energy and Industry,TX,Hydrogen,NG w CCUS,2024-Q4,240.921592,Industry
Energy and Industry,TX,Hydrogen,NG w CCUS,2025-Q1,235.684166,Industry
Energy and Industry,TX,Hydrogen,NG w CCUS,2025-Q2,238.302879,Industry
Energy and Industry,TX,Hydrogen,PEM,2023-Q2,1.497634,Industry
Energy and Industry,TX,Hydrogen,PEM,2023-Q3,137.782300,Industry
Energy and Industry,TX,Hydrogen,PEM,2023-Q4,137.782300,Industry
Energy and Industry,TX,Hydrogen,PEM,2024-Q1,136.284666,Industry
Energy and Industry,TX,Hydrogen,PEM,2024-Q2,136.284666,Industry
Energy and Industry,TX,Hydrogen,PEM,2024-Q3,137.782300,Industry
Energy and Industry,TX,Hydrogen,PEM,2024-Q4,137.782300,Industry
Energy and Industry,TX,Hydrogen,PEM,2025-Q1,134.787032,Industry
Energy and Industry,TX,Hydrogen,PEM,2025-Q2,136.284666,Industry
Energy and Industry,TX,Other,Conventional Hydroelectric,2018-Q1,41.424978,Power
Energy and Industry,TX,Other,Conventional Hydroelectric,2018-Q2,41.424978,Power
Energy and Industry,TX,Other,Conventional Hydroelectric,2018-Q3,41.424978,Power
Energy and Industry,TX,Other,Conventional Hydroelectric,2018-Q4,41.424978,Power
Energy and Industry,TX,Other,Conventional Hydroelectric,2019-Q1,41.424978,Power
Energy and Industry,TX,Other,Conventional Hydroelectric,2019-Q2,41.424978,Power
Energy and Industry,TX,Other,Conventional Hydroelectric,2019-Q3,41.424978,Power
Energy and Industry,TX,Other,Conventional Hydroelectric,2019-Q4,41.424978,Power
Energy and Industry,TX,Other,Conventional Hydroelectric,2020-Q1,41.424978,Power
Energy and Industry,TX,Other,Conventional Hydroelectric,2020-Q2,41.424978,Power
Energy and Industry,TX,SAF,HEFA,2024-Q1,84.614790,Transport
Energy and Industry,TX,SAF,HEFA,2024-Q2,84.614790,Transport
Energy and Industry,TX,SAF,HEFA,2024-Q3,85.544623,Transport
Energy and Industry,TX,SAF,HEFA,2024-Q4,66.018133,Transport
Energy and Industry,TX,SAF,PtL,2025-Q2,7.424546,Transport
Energy and Industry,TX,SAF,Unknown,2023-Q2,42.216937,Transport
Energy and Industry,TX,SAF,Unknown,2023-Q3,97.098955,Transport
Energy and Industry,TX,SAF,Unknown,2023-Q4,97.098955,Transport
